ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
282,Cannon,Cannon,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
283,Capture,Capture,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
284,Carcass,Carcass,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
285,Careen,Careen,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
286,Caster,Caster,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
287,Castle,Castle,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
288,Cause,Cause,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
289,Cave,Cave,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
290,Ceiling,Ceiling,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
291,Celebrity,Celebrity,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
292,Central,Central,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
293,Century,Century,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
294,Chain,Chain,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
295,Change,Change,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
296,Charge,Charge,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
297,Charm,Charm,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
298,Chasing,Chasing,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
299,Chastity,Chastity,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
300,Chelicerata,Chelicerata,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
301,Chemical,Chemical,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
302,Chested,Chested,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
303,Child,Child,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
304,Child's,Child's,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
305,Chromium,Chromium,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
306,Church,Church,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
307,CIEL,CIEL,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
308,Circle,Circle,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
309,Circuits,Circuits,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
310,Circular,Circular,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
311,Cladding,Cladding,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
312,Class,Class,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
313,Cleaver,Cleaver,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
314,Cloister,Cloister,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
315,Closing,Closing,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
316,cm,cm,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
317,Code,Code,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
318,Coil,Coil,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
319,Coin,Coin,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
320,Cold,Cold,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
321,Collection,Collection,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
322,Combined,Combined,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
323,Comet,Comet,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
324,Commander,Commander,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
325,Commando,Commando,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
326,Common,Common,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
327,Compared,Compared,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
328,Concealment,Concealment,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
329,Concentration,Concentration,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
330,Conceptual,Conceptual,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
331,Condense,Condense,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
332,Conflagration,Conflagration,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
333,Conflict,Conflict,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
334,Connotation,Connotation,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
335,Conquered,Conquered,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
336,Construct,Construct,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
337,Conversion,Conversion,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
338,Cook,Cook,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
339,Copy,Copy,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
340,Coral,Coral,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
341,Cosmos,Cosmos,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
342,Counter,Counter,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
343,Coverage,Coverage,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
344,Crafty,Crafty,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
345,Crane,Crane,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
346,Crash,Crash,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
347,Creation,Creation,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
348,Creature,Creature,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
349,Cremation,Cremation,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
350,Criminal,Criminal,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
351,Cross,Cross,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
352,Crossover,Crossover,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
353,Crow,Crow,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
354,Crude,Crude,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
355,Crushing,Crushing,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
356,Cry,Cry,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
357,Crystal,Crystal,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
358,Curiosity,Curiosity,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
359,Currency,Currency,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
360,Curry,Curry,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
361,Cute,Cute,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
362,Cyclone,Cyclone,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
363,Czar,Czar,shop,c,,,,,,,1,1,,,0,0,-1,-1,-1,0
364,d,d,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
365,D,D,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
366,D級,Dきゅう,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
367,Dagger,Dagger,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
368,Damnation,Damnation,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
369,Dancer,Dancer,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
370,Dangerous,Dangerous,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
371,Dark,Dark,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
372,Darklord,Darklord,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
373,Darkness,Darkness,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
374,Day,Day,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
375,Daylight,Daylight,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
376,Dead,Dead,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
377,Dear,Dear,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
378,Death,Death,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
379,Debuff,Debuff,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
380,Decapitation,Decapitation,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
381,Decay,Decay,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
382,Deceased,Deceased,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
383,Decimation,Decimation,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
384,Decline,Decline,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
385,Deep,Deep,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
386,Defender,Defender,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
387,Defense,Defense,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
388,Defensive,Defensive,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
389,Definitely,Definitely,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
390,Deflect,Deflect,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
391,Deity,Deity,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
392,Delete,Delete,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
393,Delicious,Delicious,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
394,Deliver,Deliver,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
395,Demigod,Demigod,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
396,Demise,Demise,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
397,Demon,Demon,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
398,Depression,Depression,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
399,Descendants,Descendants,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
400,Descendent,Descendent,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
401,Desert,Desert,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
402,Deserter,Deserter,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
403,Desire,Desire,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
404,Despair,Despair,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
405,Despot,Despot,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
406,Destruction,Destruction,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
407,Devastator,Devastator,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
408,Devil,Devil,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
409,Devotion,Devotion,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
410,Dexterity,Dexterity,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
411,Dice,Dice,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
412,Dictator,Dictator,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
413,Diffusion,Diffusion,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
414,Disaster,Disaster,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
415,Discrimination,Discrimination,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
416,Dislocation,Dislocation,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
417,Disorder,Disorder,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
418,Dissolve,Dissolve,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
419,Distortion,Distortion,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
420,District,District,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
421,Divide,Divide,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
422,Divider,Divider,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
423,Divine,Divine,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
424,Divinity,Divinity,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
425,Do,Do,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
426,Doll,Doll,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
427,Dome,Dome,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
428,Dopamine,Dopamine,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
429,Down,Down,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
430,Dr.,Dr.,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
431,Drain,Drain,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
432,Drastic,Drastic,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
433,Drill,Drill,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
434,Drop,Drop,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
435,Dry,Dry,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
436,Duke,Duke,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
437,Dumbass,Dumbass,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
438,Dusk,Dusk,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
439,Dust,Dust,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
440,Dynamic,Dynamic,shop,d,,,,,,,1,1,,,0,0,-1,-1,-1,0
441,e,e,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
442,E,E,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
443,Eagle,Eagle,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
444,Earl,Earl,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
445,Earth,Earth,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
446,Earthquake,Earthquake,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
447,East,East,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
448,Eastern,Eastern,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
449,Easy,Easy,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
450,Eat,Eat,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
451,Eater,Eater,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
452,Eccentric,Eccentric,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
453,Eclipse,Eclipse,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
454,Edge,Edge,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
455,Efreet,Efreet,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
456,Ein,Ein,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
457,Elbow,Elbow,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
458,Electricity,Electricity,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
459,Electronic,Electronic,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
460,Element,Element,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
461,Elesia,Elesia,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
462,Emergency,Emergency,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
463,Empathetic,Empathetic,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
464,Emperor,Emperor,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
465,Empire,Empire,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
466,Emptiness,Emptiness,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
467,Empty,Empty,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
468,Enchantress,Enchantress,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
469,Encourage,Encourage,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
470,End,End,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
471,Ender,Ender,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
472,Endless,Endless,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
473,Energy,Energy,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
474,Enforce,Enforce,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
475,Enforcer,Enforcer,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
476,Engage,Engage,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
477,Enhance,Enhance,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
478,Enjoyment,Enjoyment,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
479,Enoch,Enoch,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
480,Esoterica,Esoterica,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
481,Espionage,Espionage,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
482,e-sport,e-sport,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
483,Essence,Essence,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
484,Eternal,Eternal,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
485,Eternity,Eternity,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
486,Evasion,Evasion,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
487,Even,Even,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
488,Everyone,Everyone,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
489,Evil,Evil,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
490,Evolution,Evolution,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
491,Exact,Exact,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
492,Exavation,Exavation,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
493,Excalibur,Excalibur,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
494,Excellent,Excellent,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
495,Excruciating,Excruciating,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
496,Executioner,Executioner,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
497,Executor,Executor,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
498,Executors,Executors,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
499,Exile,Exile,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
500,Exist,Exist,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
501,Explode,Explode,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
502,Extinct,Extinct,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
503,Extinction,Extinction,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
504,Eye,Eye,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
505,Eyeglasses,Eyeglasses,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
506,Eyes,Eyes,shop,e,,,,,,,1,1,,,0,0,-1,-1,-1,0
507,f,f,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
508,F,F,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
509,Fabulous,Fabulous,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
510,Face,Face,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
511,Fairy,Fairy,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
512,Faithless,Faithless,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
513,Falcon,Falcon,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
514,Fallen,Fallen,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
515,Falsehood,Falsehood,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
516,Fan,Fan,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
517,Fang,Fang,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
518,Fantastic,Fantastic,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
519,Fantastical,Fantastical,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
520,Far,Far,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
521,Fashion,Fashion,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
522,Fast,Fast,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
523,Fate,Fate,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
524,Faust,Faust,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
525,Favorite,Favorite,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
526,Feast,Feast,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
527,Feeble,Feeble,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
528,Female,Female,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
529,Feral,Feral,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
530,Fetish,Fetish,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
531,Fever,Fever,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
532,Fifth,Fifth,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
533,Final,Final,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
534,Fire,Fire,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
535,Firebrand,Firebrand,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
536,Firegod,Firegod,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
537,First,First,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
538,Fist,Fist,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
539,Fixation,Fixation,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
540,Flare,Flare,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
541,Flat,Flat,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
542,Floor,Floor,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
543,Flow,Flow,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
544,Flower,Flower,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
545,Flux,Flux,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
546,Fog,Fog,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
547,Foolhardy,Foolhardy,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
548,Forbidden,Forbidden,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
549,Force,Force,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
550,Forest,Forest,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
551,Forever,Forever,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
552,Forfeit,Forfeit,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
553,Forties,Forties,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
554,Fortitude,Fortitude,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
555,Fortress,Fortress,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
556,Fortune,Fortune,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
557,Foundation,Foundation,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
558,Fox,Fox,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
559,Fracture,Fracture,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
560,Frame,Frame,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
561,Free,Free,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
562,Friction,Friction,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
563,Friend,Friend,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
564,Friends,Friends,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
565,Friendship,Friendship,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
566,Frigid,Frigid,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
567,From,From,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
568,Frost,Frost,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
569,Frozen,Frozen,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
570,Frustrate,Frustrate,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
571,Function,Function,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
572,Furthermore,Furthermore,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
573,Fury,Fury,shop,f,,,,,,,1,1,,,0,0,-1,-1,-1,0
574,g,g,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
575,G,G,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
576,Gadget,Gadget,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
577,Galaxy,Galaxy,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
4174,GALLO,GALLO,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
578,Gallop,Gallop,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
579,Game,Game,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
580,Garnet,Garnet,shop,g,,,,,,,1,1,,,0,0,-1,-1,-1,0
